question,answer,category,difficulty,mode,question_type,choice_a,choice_b,choice_c,choice_d
"While researching a topic, a student has taken the following notes: The human body requires magnesium for over 300 essential processes. Magnesium is a mineral present in many foods. Peanuts contain 49 milligrams per ounce (mg/oz) of magnesium. Almonds contain 80 mg/oz. Chia seeds contain 150 mg/oz. The student wants to identify which of the three foods has the highest magnesium content. Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,Reading and Writing,easy,sat,multiple_choice,"At 80 mg/oz, almonds contain more magnesium than peanuts (49 mg/oz).","Chia seeds contain 150 mg/oz of magnesium, which is more than peanuts and almonds.","Magnesium is present in many foods, including peanuts, almonds, and chia seeds.","Peanuts contain 49 mg/oz of magnesium, a mineral the human body requires for over 300 essential processes."
"In a heated debate in biogeography, the field is divided between dispersalists and vicariancists. ______ there are those who argue that dispersal is the most crucial determining factor in a species’ distribution, and those who insist that vicariance (separation due to geographic barriers) is. Biogeographer Isabel Sanmartín counts herself among neither. Which choice completes the text with the most logical transition?",D,Reading and Writing,hard,sat,multiple_choice,"Furthermore,","By contrast,","Similarly,","That is,"
"Scientists were able to isolate a relatively pure sample of selenium in 1817, the same year they first discovered the element’s existence. ______ the isolation process took longer for molybdenum, which was isolated in its pure form three years after scientists first discovered it. Which choice completes the text with the most logical transition?",A,Reading and Writing,medium,sat,multiple_choice,"By contrast,","Thus,","Similarly,","For instance,"
"Most of the planets that have been discovered outside our solar system orbit G-type stars, like our Sun. In 2014, ______ researchers identified a planet orbiting KELT-9, a B-type star more than twice as massive and nearly twice as hot as the Sun. Called KELT-9b, it is one of the hottest planets ever discovered. Which choice completes the text with the most logical transition?",B,Reading and Writing,medium,sat,multiple_choice,"likewise,","however,","therefore,","for example,"
"While researching a topic, a student has taken the following notes: In World War I, US soldiers who were members of the Choctaw Nation in Oklahoma participated in the Choctaw Code Talkers program. The Choctaw Code Talkers were trained to relay coded military information in their native language. In World War II, the US Army recruited Navajo (Diné) soldiers to transmit coded messages in their native language. These soldiers were known as the Navajo Code Talkers. The student wants to emphasize a similarity between the Choctaw Code Talkers and the Navajo Code Talkers. Which choice most effectively uses relevant information from the notes to accomplish this goal?",C,Reading and Writing,easy,sat,multiple_choice,US soldiers who were members of the Choctaw Nation in Oklahoma used their native language to relay coded information.,"In World War II, one group of Navajo (Diné) soldiers was known as the Navajo Code Talkers.",Both the Choctaw Code Talkers and the Navajo Code Talkers transmitted coded military messages in the soldiers’ native languages.,"The Choctaw Code Talkers, not the Navajo Code Talkers, served in World War I."
"In 1815, while in exile in Jamaica, Venezuelan revolutionary Simón Bolívar penned a letter praising England’s republican government and expressing hope that Latin American nations seeking independence from Spain might achieve something similar. The letter was addressed to a local merchant, Henry Cullen; ______ though, Bolívar’s goal was to persuade political leaders from England and Europe to support his cause. Which choice completes the text with the most logical transition?",B,Reading and Writing,hard,sat,multiple_choice,"additionally,","ultimately,","accordingly,","consequently,"
"The Babylonian king Hammurabi achieved much during his forty-year reign. He conquered all of Mesopotamia and built Babylon into one of the most powerful cities of the ancient world. Today, ______ he is mainly remembered for a code of laws inscribed on a seven-foot-tall block of stone: the Code of Hammurabi. Which choice completes the text with the most logical transition?",C,Reading and Writing,medium,sat,multiple_choice,"therefore,","likewise,","however,","for instance,"
"While researching a topic, a student has taken the following notes: The International Center for the Arts of the Americas (ICAA) is directed by Mari Carmen Ramírez. Ramírez oversaw an initiative to create an online archive of historical documents related to the history of Latin American and Latino visual art. The ICAA digitized over 10,000 documents, including the writings of Latin American and Latino artists and critics. The creation of the archive didn’t require historical documents to be removed from their countries of origin. Scholars now have more access to these documents. The student wants to explain an advantage of the ICAA’s archive being digital. Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,Reading and Writing,medium,sat,multiple_choice,"Over 10,000 documents related to the history of Latin American and Latino visual art are part of the ICAA archive.","By offering online versions of historical documents, the ICAA’s archive provides more access to these materials without removing them from their countries of origin.",Among the historical documents in the ICAA’s archive are the writings of Latin American and Latino artists and critics.,"The ICAA’s director, Mari Carmen Ramírez, oversaw the creation of an online archive of historical documents related to Latin American and Latino visual art."
"While researching a topic, a student has taken the following notes: The Million Song Dataset (MSD) includes main audio features and descriptive tags for popular songs. Audio features include acoustic traits such as loudness and pitch intervals. Many algorithms use these audio features to predict a new song’s popularity. These algorithms may fail to accurately identify main audio features of a song with varying acoustic traits. Algorithms based on descriptive tags that describe fixed traits such as genre are more reliable predictors of song popularity. The student wants to explain a disadvantage of relying on audio features to predict a song’s popularity. Which choice most effectively uses relevant information from the notes to accomplish this goal?",B,Reading and Writing,hard,sat,multiple_choice,"Many popularity-predicting algorithms are based on a song’s audio features, such as loudness and pitch intervals.","Algorithms based on audio features may misidentify the main features of a song with varying acoustic traits, making such algorithms less reliable predictors of popularity than those based on fixed traits.","Audio features describe acoustic traits such as pitch intervals, which may vary within a song, whereas descriptive tags describe fixed traits such as genre, which are reliable predictors of popularity.","The MSD’s descriptive tags are reliable predictors of a song’s popularity, as the traits they describe are fixed."
"The Inca of South America used intricately knotted string devices called quipus to record countable information, like population data and payments. ______ they may have used quipus to record more complex information, like stories and myths, according to researchers. Which choice completes the text with the most logical transition?",C,Reading and Writing,medium,sat,multiple_choice,"As a result,","In other words,","In addition,","For example,"
"While researching a topic, a student has taken the following notes: Oracles of the Pink Universe was a 2021 exhibition at the Denver Museum of Art in Colorado. It featured eight artworks by South African artist Simphiwe Ndzube. One of these works is a painting titled Assertion of Will. Assertion of Will depicts three standing figures. The figures wear clothing made of fabric pieces stitched to the painting’s canvas. The student wants to describe how fabric is used in Assertion of Will. Which choice most effectively uses relevant information from the notes to accomplish this goal?",A,Reading and Writing,easy,sat,multiple_choice,"In Assertion of Will, the figures’ clothing is made of fabric pieces stitched to the painting’s canvas.",The exhibition Oracles of the Pink Universe featured artworks by artist Simphiwe Ndzube.,"Depicting three standing, clothed figures, Assertion of Will is a painting by Simphiwe Ndzube.",Simphiwe Ndzube’s Assertion of Will was one of eight artworks exhibited in Oracles of the Pink Universe at the Denver Museum of Art.
"Some members of the US Supreme Court have resisted calls to televise the court’s oral arguments, concerned that the participants would be tempted to perform for the cameras (and thus lower the quality of the discourse). ______ the justices worry that most viewers would not even watch the full deliberations, only short clips that could be misinterpreted and mischaracterized. Which choice completes the text with the most logical transition?",B,Reading and Writing,medium,sat,multiple_choice,"However,","Additionally,","In comparison,","For example,"
"In the 1880s, inventor Lewis Latimer improved upon Thomas Edison’s design for the electric light bulb. ______ Latimer made the light bulb more durable by placing cardboard around its carbon filament. With this innovation, Latimer became the first Black inventor to contribute to the electrification of the world. Which choice completes the text with the most logical transition?",D,Reading and Writing,medium,sat,multiple_choice,"Soon,","Regardless,","However,","Specifically,"
"Generations of mystery and horror ______ have been influenced by the dark, gothic stories of celebrated American author Edgar Allan Poe (1809–1849). Which choice completes the text so that it conforms to the conventions of Standard English?",A,Reading and Writing,easy,sat,multiple_choice,writers,"writers,",writers—,writers;
The radiation that ______ during the decay of radioactive atomic nuclei is known as gamma radiation. Which choice completes the text so that it conforms to the conventions of Standard English?,A,Reading and Writing,easy,sat,multiple_choice,occurs,have occurred,occur,are occurring
"The Mission 66 initiative, which was approved by Congress in 1956, represented a major investment in the infrastructure of overburdened national ______ it prioritized physical improvements to the parks’ roads, utilities, employee housing, and visitor facilities while also establishing educational programming for the public. Which choice completes the text so that it conforms to the conventions of Standard English?",C,Reading and Writing,medium,sat,multiple_choice,parks and,parks,parks;,"parks,"
"A recent study tracked the number of bee species present in twenty-seven New York apple orchards over a ten-year period. ______ found that when wild growth near an orchard was cleared, the number of different bee species visiting the orchard decreased. Which choice completes the text so that it conforms to the conventions of Standard English?",C,Reading and Writing,hard,sat,multiple_choice,Entomologist Heather Grab:,"Entomologist, Heather Grab,",Entomologist Heather Grab,"Entomologist Heather Grab,"
"Despite being cheap, versatile, and easy to produce, ______ they are made from nonrenewable petroleum, and most do not biodegrade in landfills. Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,hard,sat,multiple_choice,there are two problems associated with commercial plastics:,two problems are associated with commercial plastics:,commercial plastics’ two associated problems are that,commercial plastics have two associated problems:
The algaita is a double reed wind instrument from West Africa. The reed of a wind instrument is the mouthpiece ______ A double reed contains two pieces of cane that vibrate and produce sound as air passes between them. Which choice completes the text so that it conforms to the conventions of Standard English?,C,Reading and Writing,easy,sat,multiple_choice,where sound is made?,where is sound made.,where sound is made.,where is sound made?
"On April 5, 1977, Kitty Cone and 150 other disability rights activists entered a San Francisco federal building. After pleading for years—to no effect—for the passage of key antidiscrimination legislation, ______ until their demands were addressed. Finally, on April 28, the legislation was signed. Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,medium,sat,multiple_choice,pressure on lawmakers increased when the activists staged a sit-in protest,a sit-in protest staged by the activists increased pressure on lawmakers,lawmakers came under increased pressure when the activists staged a sit-in protest,the activists increased pressure on lawmakers by staging a sit-in protest
"In recent years, economists around the world have created new tools that quantify the overall well-being of a country’s citizens. Economists in India, for example, use an Ease of Living Index. This tool ______ economic potential, sustainability, and citizens’ quality of life. Which choice completes the text so that it conforms to the conventions of Standard English?",A,Reading and Writing,easy,sat,multiple_choice,measures,had measured,would have measured,will have been measuring
"French philosopher René Descartes doubted whether he could prove his own existence. Eventually, he found proof in his famous phrase “I think, therefore I am.” The ______ complexity: only those who exist would be able to ponder their existence. Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,medium,sat,multiple_choice,phrases’ simplicity masks its,phrases simplicity masks their,phrase’s simplicity masks their,phrase’s simplicity masks its
"What is the correct pronunciation of Kiribati? In the Gilbertese language spoken by residents of the island nation, the letter combination -ti makes the -s sound; as a result, the country’s name ______ pronounced “Kiribas.” Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,easy,sat,multiple_choice,are,have been,are being,is
"In a 2023 study, researchers documented a fascinating behavior in the aquatic plant Elodea densa. When exposed to low levels of light, the plant’s ______ the cellular organs that generate energy from light—reshuffled to form a tightly packed, glass-like surface ideal for collecting more light. Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,medium,sat,multiple_choice,chloroplasts,chloroplasts;,"chloroplasts,",chloroplasts—
"A study led by scientist Rebecca Kirby at the University of Wisconsin–Madison found that black bears that eat human food before hibernation have increased levels of a rare carbon isotope, ______ due to the higher 13C levels in corn and cane sugar. Bears with these elevated levels were also found to have much shorter hibernation periods on average. Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,medium,sat,multiple_choice,"carbon-13, (13C)",carbon-13 (13C),"carbon-13, (13C),","carbon-13 (13C),"
"American abstract artist Richard ______ his installations to make passersby keenly aware of how one’s movements are affected by the physical features of one’s environment, assembles large-scale steel plates into sculptures that dominate the outdoor spaces they occupy. Which choice completes the text so that it conforms to the conventions of Standard English?",C,Reading and Writing,hard,sat,multiple_choice,Serra is intending,"Serra, intends","Serra, intending",Serra intends
"Researchers Amit Kumar and Nicholas Epley investigated how ______ In a series of experiments conducted in 2022, they found that people performing small acts of kindness underestimated the positive effect their actions had on others. Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,easy,sat,multiple_choice,do people perceive acts of kindness.,do people perceive acts of kindness?,people perceive acts of kindness?,people perceive acts of kindness.
"The Limón technique, developed by Mexican-born dancer and choreographer Jose Limón, is known for its emphasis on breath control and its interplay of weight and ______ dancers may explore, for example, the moment of mid-air suspension at the top of a jump. Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,hard,sat,multiple_choice,weightlessness,weightlessness which,"weightlessness,",weightlessness;
"The haiku-like poems of Tomas Tranströmer, which present nature- and dream-influenced images in crisp, spare language, have earned the Swedish poet praise from leading contemporary ______ them Nigerian American essayist and novelist Teju Cole, who has written that Tranströmer’s works “contain a luminous simplicity.” Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,hard,sat,multiple_choice,writers. Among,writers among,writers; among,"writers, among"
"Mathematician and meteorologist Edward Lorenz used the metaphor of the “butterfly effect” to explain how seemingly minor events can have major impacts on future weather. According to Lorenz’s metaphor, the wind from a butterfly flapping ______ in Brazil might eventually grow into a storm elsewhere across the globe. Which choice completes the text so that it conforms to the conventions of Standard English?",A,Reading and Writing,easy,sat,multiple_choice,its wings,its wings’,it’s wing’s,it’s wings’
"When a given industry—water and electricity are two well-known examples—carries high infrastructural start-up costs and other barriers that discourage competition, ______ of just one or two suppliers per municipality. Such industries are known as natural monopolies. Which choice completes the text so that it conforms to the conventions of Standard English?",C,Reading and Writing,hard,sat,multiple_choice,these often consist,they often consist,it often consists,this often consists
"In 2021, Mexican biologist Martha Lydia Macías-Rubalcava led a review of the scientific literature related to endophytic fungi (i.e., fungi that live inside a host ______ researching 120 endophytic fungi–produced compounds, she found that their phytotoxicity can make them viable alternatives to chemical herbicides for controlling weeds. Which choice completes the text so that it conforms to the conventions of Standard English?",A,Reading and Writing,hard,sat,multiple_choice,plant). By,"plant), by",plant) and by,plant) by
Bonnie Buratti of NASA’s Jet Propulsion Laboratory ______ data about Saturn’s rings collected by the Cassini spacecraft when she made an interesting discovery: the tiny moons embedded between and within Saturn’s rings are shaped by the buildup of ring material on the moons’ surfaces. Which choice completes the text so that it conforms to the conventions of Standard English?,D,Reading and Writing,medium,sat,multiple_choice,studies,has been studying,will study,was studying
"Roughly 300 nights a year, when the cold air descending from the Andes Mountains meets the warm air rising from Venezuela’s coastal Lake Maracaibo, the result is a spectacular lightning storm, its strikes so bright, so localized, and so ______ that it has become known as “Maracaibo’s Lighthouse.” Which choice completes the text so that it conforms to the conventions of Standard English?",C,Reading and Writing,hard,sat,multiple_choice,dependable:,dependable;,dependable,"dependable,"
"In a recent analysis of lyrical trends in 350,000 songs, researchers cite increases in certain measures, such as the ratio of choruses to verses, as evidence music lyrics are becoming more repetitive. For instance, from 1970 to 2020, ______ chorus-toverse ratios trended similarly, with each genre’s data indicating that relative to the number of unique verses, the number of repeated choruses in songs increased. Which choice completes the text so that it conforms to the conventions of Standard English?",B,Reading and Writing,hard,sat,multiple_choice,rocks and raps,rock’s and rap’s,rocks and rap’s,rock and rap’s
"Supported by biochemical analyses of over 2,000 skeletons from the Middle Ages, ______ Which choice completes the text so that it conforms to the conventions of Standard English?",D,Reading and Writing,hard,sat,multiple_choice,"vegetables and grains were, a 2022 study found, the primary components of early medieval rulers’ diets.","early medieval rulers’ diets were found, in a 2022 study, to have primarily consisted of vegetables and grains.","the primary components of early medieval rulers’ diets were vegetables and grains, according to a 2022 study.",findings from a 2022 study suggested that vegetables and grains were the primary components of early medieval rulers’ diets.
"To serve local families during the Great Depression, innovative New York City librarian Pura Belpré offered storytelling in both English and Spanish, an uncommon ______ celebrated el Día de los Tres Reyes Magos, an important community holiday; and put on puppet shows dramatizing Puerto Rican folktales. Which choice completes the text so that it conforms to the conventions of Standard English?",B,Reading and Writing,hard,sat,multiple_choice,"practice, at the time",practice at the time;,"practice, at the time,","practice at the time,"
"As a behavioral economist, Katy Milkman of the University of Pennsylvania recognizes that people sometimes make irrational economic decisions. Milkman’s research can thus address anomalies that neoclassical economic ______ assume that people are consistently rational decision-makers—cannot explain. Which choice completes the text so that it conforms to the conventions of Standard English?",A,Reading and Writing,hard,sat,multiple_choice,models—which,"models, which",models which,models which—
